0	376	0.000000000	0.000132052	0.000132052	1
1	1540	0.010000000	0.000124357	0.000124357	1
2	1524	0.000000000	0.000149207	0.000124357	1
3	1562	0.010000000	0.000153476	0.000124357	1
4	1517	0.000000000	0.000155171	0.000124357	1
5	1528	0.000000000	0.000147715	0.000124357	1
6	1564	0.000000000	0.000147177	0.000124357	1
7	1540	0.000000000	0.000146993	0.000124357	1
8	1521	0.000000000	0.000145205	0.000124357	1
9	1529	0.000000000	0.000129758	0.000124357	1
10	1557	0.000000000	0.000123381	0.000123381	1
11	1560	0.000000000	0.000152072	0.000123381	1
12	1551	0.010000000	0.000150214	0.000123381	1
13	1560	0.000000000	0.000131682	0.000123381	1
14	1570	0.000000000	0.000147269	0.000123381	1
15	1556	0.000000000	0.000144345	0.000123381	1
16	1564	0.000000000	0.000124526	0.000123381	1
17	1561	0.000000000	0.000108724	0.000108724	1
18	1558	0.000000000	0.000118790	0.000108724	1
19	1560	0.000000000	0.000122622	0.000108724	1
20	1558	0.000000000	0.000148043	0.000108724	1
21	1570	0.000000000	0.000147202	0.000108724	1
22	1523	0.000000000	0.000099442	0.000099442	1
23	1568	0.010000000	0.000146457	0.000099442	1
24	1566	0.010000000	0.000099370	0.000099370	1
25	1559	0.010000000	0.000127407	0.000099370	1
26	1548	0.000000000	0.000146233	0.000099370	1
27	1529	0.000000000	0.000142361	0.000099370	1
28	1543	0.000000000	0.000147829	0.000099370	1
29	1544	0.000000000	0.000115795	0.000099370	1
30	1564	0.000000000	0.000150829	0.000099370	1
31	1549	0.000000000	0.000148766	0.000099370	1
32	1542	0.000000000	0.000148092	0.000099370	1
33	1553	0.000000000	0.000118902	0.000099370	1
34	1524	0.000000000	0.000150372	0.000099370	1
35	1563	0.000000000	0.000131072	0.000099370	1
36	1561	0.000000000	0.000146428	0.000099370	1
37	1568	0.000000000	0.000152603	0.000099370	1
38	1528	0.000000000	0.000142476	0.000099370	1
39	1533	0.000000000	0.000152363	0.000099370	1
40	1543	0.000000000	0.000147262	0.000099370	1
41	1536	0.000000000	0.000148876	0.000099370	1
42	1560	0.000000000	0.000151186	0.000099370	1
43	1554	0.000000000	0.000152925	0.000099370	1
44	1549	0.000000000	0.000150995	0.000099370	1
45	1525	0.010000000	0.000151076	0.000099370	1
46	1535	0.000000000	0.000152918	0.000099370	1
47	1540	0.000000000	0.000148316	0.000099370	1
48	1561	0.000000000	0.000154066	0.000099370	1
49	1559	0.000000000	0.000158485	0.000099370	1
50	1554	0.010000000	0.000153811	0.000099370	1
51	1565	0.000000000	0.000143871	0.000099370	1
52	1556	0.000000000	0.000140663	0.000099370	1
53	1558	0.000000000	0.000143803	0.000099370	1
54	1559	0.000000000	0.000149935	0.000099370	1
55	1558	0.010000000	0.000151826	0.000099370	1
56	1560	0.010000000	0.000148433	0.000099370	1
57	1562	0.010000000	0.000152283	0.000099370	1
58	1530	0.000000000	0.000155178	0.000099370	1
59	1529	0.000000000	0.000144927	0.000099370	1
60	1525	0.000000000	0.000152047	0.000099370	1
61	1557	0.000000000	0.000120627	0.000099370	1
62	1544	0.000000000	0.000129194	0.000099370	1
63	1532	0.000000000	0.000147430	0.000099370	1
64	1559	0.000000000	0.000124492	0.000099370	1
65	1536	0.000000000	0.000144674	0.000099370	1
66	1536	0.010000000	0.000151970	0.000099370	1
67	1551	0.000000000	0.000121505	0.000099370	1
68	1555	0.000000000	0.000154371	0.000099370	1
69	1552	0.000000000	0.000152944	0.000099370	1
70	1546	0.000000000	0.000142221	0.000099370	1
71	1551	0.010000000	0.000149082	0.000099370	1
72	1554	0.000000000	0.000137549	0.000099370	1
73	1533	0.010000000	0.000148824	0.000099370	1
74	1558	0.000000000	0.000157564	0.000099370	1
75	1539	0.000000000	0.000139854	0.000099370	1
76	1535	0.000000000	0.000155764	0.000099370	1
77	1550	0.000000000	0.000150410	0.000099370	1
78	1558	0.000000000	0.000145259	0.000099370	1
79	1554	0.000000000	0.000141297	0.000099370	1
80	1540	0.000000000	0.000155204	0.000099370	1
81	1544	0.000000000	0.000152549	0.000099370	1
82	1558	0.000000000	0.000137202	0.000099370	1
83	1561	0.000000000	0.000147793	0.000099370	1
84	1539	0.000000000	0.000145955	0.000099370	1
85	1540	0.000000000	0.000150182	0.000099370	1
86	1563	0.000000000	0.000151163	0.000099370	1
87	1544	0.000000000	0.000128360	0.000099370	1
88	1531	0.000000000	0.000141896	0.000099370	1
89	1547	0.000000000	0.000152133	0.000099370	1
90	1522	0.000000000	0.000109649	0.000099370	1
91	1515	0.000000000	0.000143364	0.000099370	1
92	1539	0.010000000	0.000141465	0.000099370	1
93	1523	0.000000000	0.000148453	0.000099370	1
94	1544	0.000000000	0.000145663	0.000099370	1
95	1523	0.010000000	0.000134432	0.000099370	1
96	1515	0.000000000	0.000136755	0.000099370	1
97	1536	0.000000000	0.000136830	0.000099370	1
98	1534	0.000000000	0.000122996	0.000099370	1
99	1553	0.000000000	0.000121141	0.000099370	1
