0	461	0.000000000	1
1	461	0.010000000	1
2	460	0.000000000	1
3	463	0.000000000	1
4	459	0.010000000	1
5	461	0.000000000	1
6	463	0.000000000	1
7	462	0.010000000	1
8	463	0.000000000	1
9	469	0.000000000	1
10	457	0.000000000	1
11	457	0.010000000	1
12	466	0.000000000	1
13	462	0.000000000	1
14	459	0.000000000	1
15	470	0.000000000	1
16	461	0.000000000	1
17	466	0.010000000	1
18	459	0.000000000	1
19	463	0.010000000	1
20	463	0.000000000	1
21	468	0.000000000	1
22	465	0.000000000	1
23	464	0.010000000	1
24	463	0.010000000	1
25	461	0.000000000	1
26	462	0.010000000	1
27	468	0.000000000	1
28	464	0.000000000	1
29	459	0.000000000	1
30	459	0.000000000	1
31	465	0.010000000	1
32	468	0.000000000	1
33	462	0.010000000	1
34	463	0.000000000	1
35	464	0.000000000	1
36	463	0.000000000	1
37	464	0.010000000	1
38	462	0.000000000	1
39	463	0.010000000	1
40	464	0.000000000	1
41	468	0.000000000	1
42	464	0.000000000	1
43	466	0.000000000	1
44	459	0.000000000	1
45	464	0.000000000	1
46	461	0.010000000	1
47	461	0.000000000	1
48	463	0.000000000	1
49	465	0.010000000	1
50	466	0.000000000	1
51	467	0.000000000	1
52	462	0.010000000	1
53	462	0.000000000	1
54	464	0.000000000	1
55	465	0.010000000	1
56	460	0.000000000	1
57	461	0.000000000	1
58	462	0.010000000	1
59	467	0.000000000	1
60	461	0.000000000	1
61	465	0.000000000	1
62	464	0.010000000	1
63	459	0.000000000	1
64	462	0.010000000	1
65	462	0.000000000	1
66	459	0.000000000	1
67	462	0.010000000	1
68	466	0.000000000	1
69	463	0.010000000	1
70	461	0.000000000	1
71	465	0.000000000	1
72	458	0.000000000	1
73	459	0.010000000	1
74	467	0.000000000	1
75	461	0.010000000	1
76	457	0.000000000	1
77	459	0.000000000	1
78	466	0.000000000	1
79	465	0.000000000	1
80	459	0.010000000	1
81	460	0.000000000	1
82	465	0.010000000	1
83	464	0.000000000	1
84	464	0.000000000	1
85	464	0.000000000	1
86	463	0.000000000	1
87	462	0.000000000	1
88	464	0.010000000	1
89	464	0.000000000	1
90	463	0.000000000	1
91	466	0.010000000	1
92	462	0.000000000	1
93	461	0.000000000	1
94	462	0.000000000	1
95	471	0.000000000	1
96	464	0.010000000	1
97	462	0.000000000	1
98	461	0.000000000	1
99	459	0.000000000	1
