0	102	0.000000000	1
1	415	0.000000000	1
2	413	0.000000000	1
3	414	0.010000000	1
4	417	0.010000000	1
5	409	0.000000000	1
6	421	0.010000000	1
7	413	0.000000000	1
8	413	0.000000000	1
9	411	0.000000000	1
10	420	0.010000000	1
11	414	0.000000000	1
12	411	0.000000000	1
13	415	0.000000000	1
14	415	0.000000000	1
15	412	0.000000000	1
16	410	0.010000000	1
17	406	0.000000000	1
18	416	0.000000000	1
19	413	0.010000000	1
20	415	0.000000000	1
21	417	0.000000000	1
22	411	0.000000000	1
23	416	0.000000000	1
24	416	0.000000000	1
25	415	0.010000000	1
26	415	0.000000000	1
27	418	0.000000000	1
28	413	0.000000000	1
29	415	0.010000000	1
30	416	0.000000000	1
31	420	0.010000000	1
32	420	0.000000000	1
33	418	0.000000000	1
34	420	0.000000000	1
35	417	0.000000000	1
36	415	0.010000000	1
37	419	0.000000000	1
38	417	0.010000000	1
39	416	0.000000000	1
40	415	0.000000000	1
41	409	0.000000000	1
42	409	0.010000000	1
43	417	0.000000000	1
44	420	0.000000000	1
45	418	0.010000000	1
46	419	0.000000000	1
47	417	0.000000000	1
48	417	0.000000000	1
49	410	0.010000000	1
50	414	0.010000000	1
51	417	0.000000000	1
52	419	0.010000000	1
53	420	0.000000000	1
54	416	0.000000000	1
55	414	0.000000000	1
56	414	0.000000000	1
57	414	0.010000000	1
58	410	0.000000000	1
59	415	0.000000000	1
60	411	0.000000000	1
61	414	0.000000000	1
62	422	0.000000000	1
63	417	0.010000000	1
64	421	0.000000000	1
65	413	0.000000000	1
66	411	0.010000000	1
67	409	0.000000000	1
68	421	0.000000000	1
69	411	0.010000000	1
70	417	0.000000000	1
71	411	0.000000000	1
72	421	0.000000000	1
73	418	0.000000000	1
74	413	0.000000000	1
75	413	0.010000000	1
76	413	0.000000000	1
77	411	0.000000000	1
78	419	0.010000000	1
79	412	0.000000000	1
80	411	0.000000000	1
81	415	0.010000000	1
82	418	0.000000000	1
83	417	0.000000000	1
84	412	0.010000000	1
85	411	0.000000000	1
86	420	0.000000000	1
87	414	0.010000000	1
88	413	0.000000000	1
89	410	0.000000000	1
90	415	0.000000000	1
91	413	0.010000000	1
92	425	0.000000000	1
93	411	0.000000000	1
94	413	0.000000000	1
95	413	0.000000000	1
96	417	0.000000000	1
97	418	0.000000000	1
98	414	0.010000000	1
99	418	0.000000000	1
