0	1774	0.010000000
2	1770	0.260000000
3	1769	0.300000000
4	1775	0.210000000
5	1775	0.310000000
6	1774	0.300000000
7	1780	0.250000000
8	1772	0.230000000
9	1770	0.320000000
10	1773	0.250000000
11	1768	0.380000000
12	1777	0.270000000
13	1778	0.290000000
14	1753	0.340000000
15	1768	0.270000000
16	1774	0.260000000
17	1773	0.260000000
18	1777	0.280000000
19	1770	0.370000000
20	1769	0.270000000
21	1771	0.260000000
22	1770	0.210000000
23	1773	0.220000000
24	1773	0.240000000
25	1767	0.300000000
26	1775	0.260000000
27	1770	0.310000000
28	1768	0.170000000
29	1778	0.300000000
30	1766	0.290000000
31	1763	0.270000000
32	1769	0.260000000
33	1776	0.370000000
34	1767	0.240000000
35	1775	0.310000000
36	1773	0.270000000
37	1771	0.300000000
38	1776	0.350000000
39	1784	0.310000000
40	1770	0.260000000
41	1771	0.280000000
42	1771	0.230000000
43	1777	0.240000000
44	1774	0.300000000
45	1776	0.280000000
46	1769	0.290000000
47	1778	0.280000000
48	1765	0.260000000
49	1780	0.250000000
50	1767	0.310000000
51	1777	0.300000000
52	1775	0.300000000
53	1768	0.280000000
54	1772	0.220000000
55	1777	0.280000000
56	1770	0.300000000
57	1765	0.230000000
58	1785	0.270000000
59	1780	0.250000000
60	1780	0.330000000
61	1778	0.270000000
62	1766	0.300000000
63	1771	0.290000000
64	1759	0.280000000
65	1761	0.230000000
66	1775	0.260000000
67	1772	0.300000000
68	1766	0.280000000
69	1771	0.240000000
70	1777	0.260000000
71	1777	0.310000000
72	1777	0.270000000
73	1775	0.250000000
74	1779	0.310000000
75	1774	0.370000000
76	1761	0.280000000
77	1778	0.340000000
78	1772	0.290000000
79	1782	0.310000000
80	1773	0.320000000
81	1763	0.240000000
82	1777	0.270000000
83	1772	0.260000000
84	1775	0.220000000
85	1767	0.290000000
86	1766	0.390000000
87	1765	0.320000000
88	1771	0.250000000
89	1760	0.300000000
90	1770	0.270000000
91	1765	0.230000000
92	1767	0.320000000
93	1760	0.210000000
94	1767	0.320000000
95	1771	0.350000000
96	1770	0.290000000
97	1773	0.250000000
98	1776	0.300000000
99	1775	0.280000000
