2	413	0.000000000
3	414	0.000000000
4	417	0.010000000
5	409	0.010000000
6	421	0.000000000
7	413	0.010000000
8	413	0.000000000
9	411	0.000000000
10	420	0.000000000
11	414	0.010000000
12	411	0.000000000
13	415	0.010000000
14	415	0.000000000
15	412	0.000000000
16	410	0.000000000
17	406	0.010000000
18	416	0.000000000
19	413	0.000000000
20	415	0.010000000
21	417	0.000000000
22	411	0.000000000
23	416	0.010000000
24	416	0.000000000
25	415	0.000000000
26	415	0.010000000
27	418	0.000000000
28	413	0.000000000
29	415	0.000000000
30	416	0.010000000
31	420	0.000000000
32	420	0.010000000
33	418	0.000000000
34	420	0.000000000
35	417	0.000000000
36	415	0.000000000
37	419	0.010000000
38	417	0.000000000
39	416	0.010000000
40	415	0.000000000
41	409	0.000000000
42	409	0.000000000
43	417	0.010000000
44	420	0.000000000
45	418	0.000000000
46	419	0.010000000
47	417	0.000000000
48	417	0.000000000
49	410	0.000000000
50	414	0.010000000
51	417	0.010000000
52	419	0.000000000
53	420	0.010000000
54	416	0.000000000
55	414	0.000000000
56	414	0.000000000
57	414	0.000000000
58	410	0.010000000
59	415	0.000000000
60	411	0.010000000
61	414	0.000000000
62	422	0.000000000
63	417	0.000000000
64	421	0.010000000
65	413	0.000000000
66	411	0.000000000
67	409	0.010000000
68	421	0.000000000
69	411	0.000000000
70	417	0.010000000
71	411	0.000000000
72	421	0.010000000
73	418	0.000000000
74	413	0.000000000
75	413	0.000000000
76	413	0.010000000
77	411	0.000000000
78	419	0.000000000
79	412	0.010000000
80	411	0.000000000
81	415	0.000000000
82	418	0.010000000
83	417	0.000000000
84	412	0.000000000
85	411	0.010000000
86	420	0.000000000
87	414	0.000000000
88	413	0.010000000
89	410	0.010000000
90	415	0.000000000
91	413	0.000000000
92	425	0.010000000
93	411	0.000000000
94	413	0.000000000
95	413	0.010000000
96	417	0.000000000
97	418	0.000000000
98	414	0.000000000
99	418	0.010000000
