-0.0418882	-0.0762531	0.767238	-0.0473995	-0.0684371	0.748682	-0.00551131	0.00781609	-0.0185559	0.0208755	1.70228e-05	0
-0.0419355	-0.0763689	0.767591	-0.0473995	-0.0684371	0.748682	-0.00546396	0.00793186	-0.0189082	0.02122	2.05209e-05	0
-0.0417733	-0.0762771	0.767522	-0.0478286	-0.068138	0.749434	-0.00605532	0.00813914	-0.0180879	0.0207385	1.88115e-05	0
-0.04149	-0.0763563	0.767311	-0.0478286	-0.068138	0.749434	-0.0063386	0.00821831	-0.0178772	0.0206715	3.07924e-05	0
-0.0416618	-0.0763289	0.766935	-0.0486821	-0.0687	0.749041	-0.00702028	0.00762888	-0.0178947	0.020681	2.1453e-05	0
-0.0411326	-0.076596	0.766682	-0.0477005	-0.0680174	0.748913	-0.0065679	0.00857866	-0.01777	0.0207967	1.8639e-05	0
-0.0414824	-0.0764624	0.766902	-0.0475795	-0.0689334	0.749014	-0.00609708	0.00752897	-0.0178879	0.020343	1.64447e-05	0
-0.0414228	-0.0763972	0.767539	-0.0482735	-0.0689277	0.748303	-0.00685071	0.00746946	-0.0192361	0.0217428	1.53357e-05	0
-0.04139	-0.076443	0.767153	-0.0482735	-0.0689277	0.748303	-0.00688349	0.00751531	-0.0188505	0.021429	2.23822e-05	0
-0.0414948	-0.076485	0.767065	-0.0482735	-0.0689277	0.748303	-0.00677874	0.00755735	-0.0187617	0.0213323	4.67462e-05	1
-0.0416643	-0.0763508	0.767274	-0.0473668	-0.0678265	0.749148	-0.00570249	0.00852422	-0.0181258	0.0208261	1.67566e-05	0
-0.0413536	-0.0765421	0.766526	-0.0473668	-0.0678265	0.749148	-0.00601329	0.00871561	-0.0173776	0.0203495	1.90095e-05	0
-0.0415458	-0.0764013	0.767264	-0.0485783	-0.0693116	0.749096	-0.00703242	0.00708969	-0.0181676	0.0207312	1.63399e-05	0
-0.0413946	-0.0763547	0.767177	-0.0485783	-0.0693116	0.749096	-0.00718362	0.00704305	-0.0180807	0.0206911	3.29555e-05	1
-0.0415314	-0.0764908	0.766874	-0.0477466	-0.0682118	0.749032	-0.00621518	0.00827908	-0.0178422	0.0206281	2.19157e-05	0
-0.0413735	-0.0765948	0.766475	-0.0477466	-0.0682118	0.749032	-0.00637307	0.008383	-0.017443	0.0203752	2.67829e-05	0
-0.0413438	-0.0764107	0.766891	-0.0477466	-0.0682118	0.749032	-0.00640286	0.00819892	-0.017859	0.0206679	2.88717e-05	1
-0.0415612	-0.0763172	0.767403	-0.0484601	-0.0683609	0.749008	-0.00689887	0.00795635	-0.0183951	0.0211962	2.0286e-05	0
-0.0413978	-0.0764036	0.767431	-0.0474891	-0.0685858	0.748948	-0.00609136	0.00781782	-0.0184834	0.0209728	1.54634e-05	0
-0.041602	-0.0763236	0.767422	-0.0474891	-0.0685858	0.748948	-0.00588717	0.00773785	-0.0184739	0.0208763	2.42846e-05	0
-0.0417889	-0.0762079	0.767792	-0.0481571	-0.0680358	0.749333	-0.00636818	0.00817207	-0.0184585	0.0211672	2.10111e-05	0
-0.0417213	-0.0761941	0.767655	-0.0475868	-0.0686233	0.74871	-0.00586552	0.00757078	-0.0189451	0.0212282	1.42765e-05	0
-0.0416584	-0.0763634	0.767288	-0.0475868	-0.0686233	0.74871	-0.00592838	0.00774009	-0.0185779	0.0209808	2.03927e-05	0
-0.0416753	-0.076346	0.767462	-0.0478127	-0.0683501	0.749058	-0.00613738	0.00799593	-0.0184047	0.0209842	1.73115e-05	0
-0.0416781	-0.0762997	0.767237	-0.0478127	-0.0683501	0.749058	-0.00613462	0.00794962	-0.0181791	0.020768	2.40385e-05	0
-0.041852	-0.0763164	0.767495	-0.0470502	-0.0673356	0.748967	-0.0051982	0.00898086	-0.0185285	0.0212363	1.90718e-05	0
-0.0415138	-0.0762723	0.767503	-0.0470502	-0.0673356	0.748967	-0.00553633	0.00893671	-0.0185363	0.0213098	1.98822e-05	0
-0.0415556	-0.0763101	0.767476	-0.0470502	-0.0673356	0.748967	-0.00549458	0.00897452	-0.0185093	0.0212915	2.29178e-05	0
-0.0415078	-0.0764007	0.767148	-0.0472807	-0.0686973	0.748488	-0.00577291	0.00770334	-0.0186606	0.0209973	1.81202e-05	0
-0.0414351	-0.0762967	0.76747	-0.0472807	-0.0686973	0.748488	-0.00584562	0.00759942	-0.0189825	0.0212664	9.59146e-05	1
-0.0415943	-0.076424	0.767291	-0.0487804	-0.0687046	0.748973	-0.00718609	0.0077194	-0.0183179	0.021137	3.12573e-05	0
-0.0417467	-0.0762395	0.767974	-0.0487591	-0.0684573	0.748919	-0.00701247	0.00778216	-0.0190546	0.0217443	2.56403e-05	0
-0.0414345	-0.0764639	0.767091	-0.0474916	-0.0683016	0.748786	-0.00605708	0.00816225	-0.0183048	0.0209375	1.7457e-05	0
-0.0415013	-0.0764226	0.767479	-0.0474916	-0.0683016	0.748786	-0.00599032	0.00812096	-0.0186931	0.0212431	2.72004e-05	0
-0.0414841	-0.0763862	0.767098	-0.0488541	-0.0682501	0.74908	-0.00736998	0.00813603	-0.0180186	0.0210993	2.35488e-05	0
-0.0416957	-0.0763933	0.767644	-0.0488541	-0.0682501	0.74908	-0.00715839	0.00814311	-0.0185638	0.021498	2.64975e-05	0
-0.0414456	-0.076335	0.767646	-0.0478417	-0.0682328	0.748895	-0.00639612	0.00810222	-0.0187515	0.021405	1.87488e-05	0
-0.041549	-0.0763757	0.767443	-0.0478417	-0.0682328	0.748895	-0.00629274	0.00814294	-0.018548	0.0212117	2.10353e-05	0
-0.0412981	-0.0764322	0.767197	-0.0478417	-0.0682328	0.748895	-0.00654362	0.00819944	-0.0183025	0.0210958	2.42292e-05	0
-0.0416544	-0.0763383	0.767811	-0.0476906	-0.0681451	0.749161	-0.00603621	0.00819322	-0.0186498	0.0212457	1.99706e-05	0
-0.0415732	-0.0764039	0.767263	-0.0470219	-0.0681725	0.74871	-0.00544871	0.00823139	-0.0185533	0.021016	1.79204e-05	0
-0.0417065	-0.0762644	0.767672	-0.0474575	-0.0686646	0.74821	-0.00575094	0.00759976	-0.0194617	0.02167	1.58317e-05	0
-0.0415331	-0.076418	0.767268	-0.0474575	-0.0686646	0.74821	-0.00592439	0.00775342	-0.0190584	0.0214111	2.17889e-05	0
-0.0415651	-0.0763862	0.76744	-0.0483893	-0.0683142	0.749174	-0.00682416	0.00807197	-0.0182659	0.0211038	2.12428e-05	0
-0.0416905	-0.0763517	0.767312	-0.0476014	-0.0676847	0.749372	-0.00591092	0.00866699	-0.01794	0.0207822	2.03275e-05	0
-0.0418208	-0.0764478	0.767087	-0.0489661	-0.0686875	0.749243	-0.00714529	0.00776033	-0.017844	0.0207289	1.96386e-05	0
-0.0413874	-0.0764531	0.7672	-0.0489661	-0.0686875	0.749243	-0.00757875	0.00776562	-0.0179567	0.0209806	3.03529e-05	1
-0.0415651	-0.0764274	0.767298	-0.0472376	-0.0682149	0.748682	-0.00567248	0.00821247	-0.0186157	0.0211226	1.68173e-05	0
-0.0416389	-0.0763343	0.767527	-0.0478679	-0.0686057	0.748855	-0.00622898	0.00772862	-0.0186721	0.0211466	1.58399e-05	0
-0.0413014	-0.0763776	0.767428	-0.0478679	-0.0686057	0.748855	-0.00656656	0.00777188	-0.0185728	0.0211771	1.98787e-05	0
-0.0413889	-0.0763964	0.767236	-0.0478679	-0.0686057	0.748855	-0.00647899	0.00779075	-0.018381	0.0209889	9.93298e-05	1
-0.0413875	-0.076393	0.767532	-0.047927	-0.0687878	0.749021	-0.00653944	0.00760519	-0.0185109	0.0210537	1.66133e-05	0
-0.0415475	-0.0763755	0.767201	-0.0474695	-0.0684512	0.74883	-0.00592207	0.00792428	-0.0183712	0.0208654	1.59623e-05	0
-0.041283	-0.0766296	0.766255	-0.0474695	-0.0684512	0.74883	-0.00618649	0.00817839	-0.0174252	0.0202188	1.94129e-05	0
-0.0417575	-0.0764497	0.766906	-0.0476285	-0.0691948	0.748703	-0.00587102	0.00725495	-0.0182029	0.0204561	1.87408e-05	0
-0.0414867	-0.0764528	0.766839	-0.0474259	-0.0681143	0.748863	-0.00593922	0.0083385	-0.017976	0.0206868	1.71729e-05	0
-0.0414303	-0.0764003	0.767211	-0.0474259	-0.0681143	0.748863	-0.00599568	0.008286	-0.0183481	0.0210062	1.86819e-05	0
-0.0414354	-0.0764705	0.766997	-0.0474259	-0.0681143	0.748863	-0.0059905	0.00835625	-0.0181343	0.0208462	2.36271e-05	0
-0.0414351	-0.0763629	0.767139	-0.0474259	-0.0681143	0.748863	-0.00599083	0.00824862	-0.0182759	0.0209269	2.46082e-05	0
-0.0415572	-0.0764347	0.767319	-0.0481839	-0.0686284	0.749083	-0.00662672	0.00780629	-0.0182354	0.0209137	2.05658e-05	0
-0.0415908	-0.0764113	0.767431	-0.0481839	-0.0686284	0.749083	-0.00659309	0.00778284	-0.0183476	0.0209923	2.57108e-05	0
-0.0414514	-0.0763559	0.767657	-0.0480108	-0.0684047	0.749318	-0.00655938	0.00795124	-0.0183395	0.0210377	2.36469e-05	0
-0.0413058	-0.0764347	0.767119	-0.0475691	-0.068396	0.748985	-0.00626331	0.00803876	-0.018134	0.0208013	1.69678e-05	0
-0.041434	-0.0764235	0.767283	-0.0475691	-0.068396	0.748985	-0.00613512	0.0080275	-0.018298	0.0209021	1.73038e-05	0
-0.0415345	-0.0763903	0.767394	-0.0475691	-0.068396	0.748985	-0.00603458	0.00799431	-0.0184089	0.0209574	2.12468e-05	0
-0.0415405	-0.0763374	0.767419	-0.0476764	-0.0685112	0.748355	-0.00613591	0.00782614	-0.0190641	0.0215021	1.60095e-05	0
-0.041452	-0.0765592	0.766985	-0.0476764	-0.0685112	0.748355	-0.00622442	0.00804797	-0.0186301	0.0212272	2.48772e-05	0
-0.0415959	-0.0762592	0.767812	-0.0486532	-0.0686863	0.749324	-0.00705731	0.00757288	-0.0184873	0.0211881	2.35521e-05	0
-0.0416391	-0.0762897	0.767516	-0.0482666	-0.0683972	0.748972	-0.00662747	0.00789248	-0.018544	0.0212154	1.62349e-05	0
-0.0413284	-0.0764077	0.767164	-0.0482666	-0.0683972	0.748972	-0.00693821	0.00801048	-0.0181918	0.0210535	1.9121e-05	0
-0.0415204	-0.0763853	0.767304	-0.0482666	-0.0683972	0.748972	-0.00674617	0.00798814	-0.0183325	0.0211046	2.4594e-05	0
-0.0416974	-0.0764077	0.767242	-0.0487383	-0.0686321	0.748948	-0.00704085	0.00777555	-0.0182949	0.0210887	2.44506e-05	0
-0.0414161	-0.0765778	0.766515	-0.0487943	-0.068404	0.749001	-0.00737818	0.00817383	-0.0175142	0.0206881	2.40086e-05	0
-0.0416762	-0.076391	0.767761	-0.0485957	-0.0689552	0.749544	-0.00691951	0.00743582	-0.0182168	0.0208572	1.86299e-05	0
-0.0414678	-0.0765679	0.766556	-0.0485957	-0.0689552	0.749544	-0.00712793	0.00761268	-0.0170116	0.0199538	1.87091e-05	0
-0.0415961	-0.0765113	0.766526	-0.0485957	-0.0689552	0.749544	-0.00699963	0.00755615	-0.0169824	0.0198619	2.2005e-05	0
-0.0411377	-0.0767107	0.766091	-0.0480398	-0.0683395	0.74868	-0.00690207	0.00837114	-0.0174114	0.0205152	1.66491e-05	0
-0.0415873	-0.0764193	0.76712	-0.0480398	-0.0683395	0.74868	-0.00645253	0.00807982	-0.0184402	0.0211414	2.36538e-05	0
-0.0418131	-0.0763364	0.767242	-0.0477152	-0.0682529	0.748563	-0.00590209	0.00808341	-0.0186787	0.0211913	2.08198e-05	0
-0.04179	-0.0764364	0.766576	-0.0477152	-0.0682529	0.748563	-0.00592515	0.00818344	-0.0180127	0.0206527	2.11047e-05	0
-0.04181	-0.0762886	0.767282	-0.0477775	-0.0688601	0.748613	-0.00596749	0.0074285	-0.0186696	0.0209606	1.70829e-05	0
-0.0415309	-0.0763761	0.766658	-0.0477775	-0.0688601	0.748613	-0.00624659	0.007516	-0.0180458	0.0205222	1.9232e-05	0
-0.0417333	-0.0763291	0.766829	-0.0480627	-0.0682682	0.748616	-0.00632944	0.00806088	-0.018213	0.0208986	1.66725e-05	0
-0.0416429	-0.0764363	0.767051	-0.0480627	-0.0682682	0.748616	-0.00641986	0.00816808	-0.0184351	0.0211609	2.24156e-05	0
-0.04176	-0.0764639	0.766502	-0.0477997	-0.0690387	0.748515	-0.00603964	0.00742512	-0.0179871	0.0203751	1.59939e-05	0
-0.041467	-0.0765292	0.766515	-0.0477997	-0.0690387	0.748515	-0.00633265	0.00749045	-0.0180005	0.0204994	1.90382e-05	0
-0.0417958	-0.0763691	0.766892	-0.0486007	-0.069025	0.747885	-0.00680485	0.00734418	-0.0190066	0.0214824	1.77067e-05	0
-0.0417763	-0.076357	0.767063	-0.0486007	-0.069025	0.747885	-0.00682443	0.00733201	-0.0191776	0.0216359	8.6783e-05	0
-0.041524	-0.0763909	0.766501	-0.0490163	-0.0683928	0.748409	-0.00749227	0.0079981	-0.0180912	0.0211518	2.19403e-05	0
-0.0419014	-0.0762104	0.767318	-0.0475133	-0.0676142	0.749186	-0.00561189	0.00859616	-0.0181321	0.0208365	2.03601e-05	0
-0.0417129	-0.0762425	0.76667	-0.0480406	-0.0683639	0.748212	-0.00632771	0.00787857	-0.0184583	0.0210433	1.95448e-05	0
